Geo,Year,PropUrbanSFDU,PropUrbanMFDU,PropUrbanGQDU,PropTownSFDU,PropTownMFDU,PropTownGQDU
510594527001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594527002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594527003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594528011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594528012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594528013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594528014,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594528021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594528022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594601001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594601002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594601003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594602001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594602002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594603001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594603002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594604001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594604002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594604003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594605011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594605031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594605032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594605041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594605042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594606001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594606002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594607011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594607012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594607021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594607022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594607023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594608001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594608002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594609001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594610001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594611001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594611002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594611003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594612011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594612012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594612013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594612021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594612022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594612023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594615001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594615002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594615003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594615004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594615005,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616052,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616053,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616061,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594616062,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594617001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594617002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594617003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594617004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594618011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594618021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594618022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594618023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594619011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594619012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594619021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594701001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594701002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594703001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594703002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594704001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594704002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594704003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594704004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594705001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594705002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594705003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594705004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594706001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594706002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594707001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594707002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594707003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594707004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594707005,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594708001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594708002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594709001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594709002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594709003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594709004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594709005,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594710001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594711001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594711002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594711003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594711004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594711005,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594712011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594712012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594712013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594712031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594712041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594712042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594712043,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594713011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594713012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594713031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594713032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594713033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594713041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594714011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594714012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594714021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594714022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594801001,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594801002,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594801003,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594801004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802043,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594802052,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594803011,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594803012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594803021,2045,0.00,0.00,0.00,0.30,1.00,1.00
510594803022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594803023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594804011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594804012,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594804021,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594804022,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594804023,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594805011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805052,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594805053,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594808011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594808012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594808013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594808021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594808022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594808023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809014,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594809033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594810001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594810002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811043,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811052,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811053,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811061,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811062,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594811063,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594812011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594812021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594812022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594812023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594814001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594814002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594814003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594814004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594815001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594816001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594816002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594817011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594817012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594817013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594817021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594817022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594817023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594819001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594819002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594819003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594820011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594820012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594820013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594820021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594820022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594821001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594821002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822034,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822052,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822053,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594822061,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594823011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594823012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594823013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594823021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594823022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594823031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594823032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594823033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594824001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825043,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825052,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825061,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825062,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825071,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825072,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594825073,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594826011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594826012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594826013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594826031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594826032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594826041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594826042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594901011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594901012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594901013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594901041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594901042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594901051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594901052,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594901053,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594905011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594905012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594905021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594905022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594905023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594910001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594911011,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594911012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594911021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594911022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594911031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594911032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594911033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594911034,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594912011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594912012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594912013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594912014,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594912021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594913011,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594913012,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594913013,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594913014,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594913021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594913022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594913031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594913032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914014,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594914042,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594914051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594915011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594915012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594915013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594915021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594915022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594915023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594916011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594916012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594916013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594916021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594916022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917013,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917041,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917043,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917061,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917062,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917071,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917072,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594917073,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594918011,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594918012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594918021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594918022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594918031,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594918032,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594918033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594920001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594920002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594920003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594921001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594921002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594921003,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594921004,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594922011,2045,0.00,0.00,0.00,0.30,1.00,1.00
510594922012,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594922021,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594922022,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594922023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594922031,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594922032,2045,0.00,0.00,0.00,1.00,1.00,1.00
510594922033,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594923001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594923002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594924001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594924002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594925001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510594925002,2045,1.00,1.00,1.00,0.00,0.00,0.00
510599801001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510599802001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510599803001,2045,1.00,1.00,1.00,0.00,0.00,0.00
510619301011,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619301012,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619301021,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619301022,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302031,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302032,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302041,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302042,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302051,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302052,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302061,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302062,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619302071,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619303031,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619303032,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619303041,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619303051,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619303052,2045,1.00,1.00,1.00,0.00,0.00,0.00
510619303053,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619303061,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619304011,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619304012,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619304013,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619304021,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619304022,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619304023,2045,1.00,1.00,1.00,0.00,0.00,0.00
510619304041,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619304042,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619304051,2045,1.00,1.00,1.00,0.00,0.00,0.00
510619304052,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619307031,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619307032,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619307041,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619307042,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619307043,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619307051,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619307052,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619307061,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619307062,2045,0.00,0.00,0.00,1.00,1.00,1.00
510619307063,2045,1.00,1.00,1.00,0.00,0.00,0.00
510619307071,2045,0.00,0.00,0.00,0.30,1.00,1.00
510619307072,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639201021,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639201022,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639201023,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639201031,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639201032,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639201033,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639201041,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639201042,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639202011,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639202012,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639202021,2045,0.00,0.00,0.00,0.30,1.00,1.00
510639202022,2045,0.00,0.00,0.00,0.30,1.00,1.00
510650201011,2045,0.00,0.00,0.00,0.30,1.00,1.00
510650201012,2045,0.00,0.00,0.00,1.00,1.00,1.00
510650201013,2045,0.00,0.00,0.00,1.00,1.00,1.00
510650201014,2045,0.00,0.00,0.00,1.00,1.00,1.00
510650201031,2045,0.00,0.00,0.00,1.00,1.00,1.00
510650201032,2045,0.00,0.00,0.00,1.00,1.00,1.00
510650201041,2045,0.00,0.00,0.00,1.00,1.00,1.00
510650201042,2045,1.00,1.00,1.00,0.00,0.00,0.00
510650201043,2045,1.00,1.00,1.00,0.00,0.00,0.00
510650202001,2045,0.00,0.00,0.00,0.30,1.00,1.00
510650202002,2045,0.00,0.00,0.00,0.30,1.00,1.00
510650202003,2045,0.00,0.00,0.00,0.30,1.00,1.00
510650202004,2045,0.00,0.00,0.00,0.30,1.00,1.00
510650203001,2045,0.00,0.00,0.00,0.30,1.00,1.00
510650203002,2045,0.00,0.00,0.00,0.30,1.00,1.00
510650203003,2045,0.00,0.00,0.00,0.30,1.00,1.00
510670201021,2045,0.00,0.00,0.00,0.30,1.00,1.00
510670201022,2045,0.00,0.00,0.00,0.30,1.00,1.00
510670201023,2045,0.00,0.00,0.00,0.30,1.00,1.00
510670201031,2045,0.00,0.00,0.00,0.30,1.00,1.00
510670201032,2045,0.00,0.00,0.00,0.30,1.00,1.00
510670201041,2045,0.00,0.00,0.00,0.30,1.00,1.00
