Geo,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4,Year
510579507001,0.285,0.406,0.273,0.036,2045
510579507002,0.43,0.257,0.231,0.082,2045
510579507003,0.617,0.282,0.101,0,2045
510579508001,0.225,0.095,0.477,0.203,2045
510579508002,0.355,0.479,0.16,0.006,2045
510579508003,0.493,0.194,0.214,0.099,2045
510594151001,0,0,0.249,0.751,2045
510594151002,0.145,0.392,0.158,0.305,2045
510594151003,0.016,0.047,0.245,0.692,2045
510594152001,0.152,0.097,0.324,0.427,2045
510594152002,0.229,0.484,0.218,0.069,2045
510594152003,0.128,0.32,0.346,0.206,2045
510594152004,0.029,0.043,0.278,0.65,2045
510594153001,0.013,0.148,0.29,0.549,2045
510594153002,0.136,0.292,0.341,0.231,2045
510594153003,0.111,0.366,0.305,0.218,2045
510594154011,0.014,0.123,0.353,0.51,2045
510594154012,0.378,0.344,0.223,0.055,2045
510594154013,0.616,0.091,0.187,0.106,2045
510594154021,0,0.11,0.149,0.741,2045
510594154022,0.147,0.134,0.135,0.584,2045
510594154023,0.252,0.215,0.315,0.218,2045
510594155001,0.062,0.199,0.308,0.431,2045
510594155002,0.029,0.148,0.307,0.516,2045
510594155003,0.176,0.032,0.31,0.482,2045
510594155004,0.528,0.21,0.047,0.215,2045
510594156001,0.044,0.042,0.187,0.727,2045
510594156002,0.091,0.022,0.135,0.752,2045
510594157001,0.069,0.05,0.208,0.673,2045
510594157002,0.066,0.082,0.257,0.595,2045
510594158001,0.019,0.076,0.361,0.544,2045
510594158002,0.067,0.081,0.237,0.615,2045
510594158003,0.059,0.137,0.162,0.642,2045
510594159001,0.046,0.15,0.2,0.604,2045
510594159002,0.062,0.099,0.307,0.532,2045
510594160001,0.137,0.156,0.244,0.463,2045
510594160002,0.397,0.145,0.276,0.182,2045
510594160003,0.018,0.074,0.396,0.512,2045
510594161001,0.049,0.097,0.335,0.519,2045
510594161002,0.132,0.203,0.183,0.482,2045
510594162001,0.002,0.177,0.719,0.102,2045
510594162002,0.044,0.451,0.402,0.103,2045
510594163001,0.094,0.194,0.24,0.472,2045
510594163002,0.038,0.19,0.315,0.457,2045
510594201001,0.096,0.195,0.525,0.184,2045
510594201002,0.078,0.168,0.351,0.403,2045
510594202011,0.013,0.064,0.265,0.658,2045
510594202012,0.079,0.111,0.157,0.653,2045
510594202013,0.072,0.256,0.324,0.348,2045
510594202021,0.068,0.163,0.556,0.213,2045
510594202022,0.114,0.164,0.587,0.135,2045
510594202031,0.034,0.101,0.323,0.542,2045
510594203001,0.078,0.088,0.301,0.533,2045
510594203002,0.04,0.163,0.316,0.481,2045
510594203003,0,0.296,0.166,0.538,2045
510594203004,0,0,0.428,0.572,2045
510594204001,0.156,0.215,0.337,0.292,2045
510594204002,0.229,0.455,0.306,0.01,2045
510594205011,0.136,0.315,0.315,0.234,2045
510594205021,0.057,0.322,0.304,0.317,2045
510594205022,0.048,0.345,0.531,0.076,2045
510594205031,0.09,0.301,0.379,0.23,2045
510594205032,0.118,0.188,0.303,0.391,2045
510594205033,0.358,0.499,0.124,0.019,2045
510594206001,0.053,0.202,0.353,0.392,2045
510594206002,0.167,0.391,0.367,0.075,2045
510594206003,0.101,0.188,0.371,0.34,2045
510594207001,0.067,0.207,0.31,0.416,2045
510594207002,0.035,0.117,0.239,0.609,2045
510594208001,0.065,0.318,0.375,0.242,2045
510594208002,0.062,0.151,0.351,0.436,2045
510594208003,0.014,0.158,0.239,0.589,2045
510594210011,0.059,0.155,0.362,0.424,2045
510594210021,0.108,0.215,0.536,0.141,2045
510594210022,0.061,0.1,0.261,0.578,2045
510594210023,0.358,0.349,0.12,0.173,2045
510594211011,0,0.021,0.165,0.814,2045
510594211012,0.02,0.133,0.522,0.325,2045
510594211013,0.029,0.071,0.294,0.606,2045
510594211021,0.32,0.123,0.279,0.278,2045
510594211022,0.035,0.142,0.31,0.513,2045
510594211031,0,0.301,0.283,0.416,2045
510594211032,0.056,0.115,0.339,0.49,2045
510594211033,0.071,0.228,0.305,0.396,2045
510594211034,0.081,0.27,0.354,0.295,2045
510594212001,0.03,0.134,0.362,0.474,2045
510594213001,0.071,0.114,0.414,0.401,2045
510594213002,0.064,0.252,0.333,0.351,2045
510594214001,0.062,0.044,0.579,0.315,2045
510594214002,0.47,0.316,0.177,0.037,2045
510594214003,0.631,0.194,0.129,0.046,2045
510594214004,0.014,0.231,0.613,0.142,2045
510594214005,0.121,0.665,0.19,0.024,2045
510594215001,0.073,0.062,0.527,0.338,2045
510594215002,0.318,0.252,0.36,0.07,2045
510594215003,0.454,0.398,0.148,0,2045
510594215004,0.577,0.305,0.118,0,2045
510594216001,0.277,0.381,0.186,0.156,2045
510594216002,0.148,0.476,0.343,0.033,2045
510594216003,0.08,0.464,0.348,0.108,2045
510594217011,0.317,0.378,0.226,0.079,2045
510594217012,0.235,0.095,0.455,0.215,2045
510594217021,0.09,0.297,0.409,0.204,2045
510594217022,0.028,0.167,0.56,0.245,2045
510594218001,0.232,0.283,0.362,0.123,2045
510594218002,0.351,0.331,0.291,0.027,2045
510594218003,0.091,0.149,0.502,0.258,2045
510594219001,0.074,0.226,0.538,0.162,2045
510594219002,0.11,0.479,0.371,0.04,2045
510594219003,0.146,0.361,0.414,0.079,2045
510594220001,0.094,0.165,0.25,0.491,2045
510594220002,0.132,0.204,0.304,0.36,2045
510594221011,0.093,0.062,0.514,0.331,2045
510594221012,0.062,0.167,0.472,0.299,2045
510594221013,0.385,0.377,0.17,0.068,2045
510594221014,0.093,0.217,0.442,0.248,2045
510594221021,0.128,0.205,0.248,0.419,2045
510594221022,0,0.104,0.364,0.532,2045
510594221023,0.152,0.31,0.538,0,2045
510594221024,0.02,0.248,0.473,0.259,2045
510594222011,0.069,0.151,0.284,0.496,2045
510594222012,0.086,0.066,0.358,0.49,2045
510594222021,0.258,0.166,0.356,0.22,2045
510594222022,0.039,0.077,0.415,0.469,2045
510594222023,0.058,0.155,0.317,0.47,2045
510594223011,0.105,0.304,0.349,0.242,2045
510594223012,0.081,0.182,0.173,0.564,2045
510594223021,0.185,0.065,0.129,0.621,2045
510594223022,0.095,0.304,0.126,0.475,2045
510594223023,0.064,0.121,0.572,0.243,2045
510594223024,0.445,0.106,0.26,0.189,2045
510594224011,0.136,0.283,0.545,0.036,2045
510594224012,0.108,0.151,0.381,0.36,2045
510594224021,0.028,0.166,0.325,0.481,2045
510594224022,0.056,0.223,0.333,0.388,2045
510594224023,0.11,0.224,0.356,0.31,2045
510594224031,0.055,0.066,0.174,0.705,2045
510594224032,0.144,0.055,0.203,0.598,2045
510594301011,0.049,0.201,0.286,0.464,2045
510594301012,0.048,0.043,0.082,0.827,2045
510594301013,0.065,0.122,0.213,0.6,2045
510594301021,0.099,0.206,0.345,0.35,2045
510594302011,0.078,0.109,0.304,0.509,2045
510594302012,0.184,0.09,0.414,0.312,2045
510594302021,0.039,0.121,0.312,0.528,2045
510594302022,0.043,0.076,0.411,0.47,2045
510594302023,0.238,0.065,0.301,0.396,2045
510594302031,0.101,0.097,0.322,0.48,2045
510594304001,0.025,0.11,0.507,0.358,2045
510594304002,0.038,0.074,0.351,0.537,2045
510594304003,0.098,0.127,0.296,0.479,2045
510594305001,0.065,0.162,0.304,0.469,2045
510594306001,0.106,0.17,0.463,0.261,2045
510594306002,0.054,0.041,0.355,0.55,2045
510594306003,0.265,0.357,0.265,0.113,2045
510594306004,0.298,0.162,0.212,0.328,2045
510594307001,0.106,0.197,0.397,0.3,2045
510594307002,0.149,0.074,0.369,0.408,2045
510594308011,0.017,0.072,0.27,0.641,2045
510594308012,0.08,0.156,0.278,0.486,2045
510594308021,0.088,0.11,0.332,0.47,2045
510594308022,0.1,0.239,0.506,0.155,2045
510594308023,0.28,0.335,0.209,0.176,2045
510594309011,0.118,0.169,0.361,0.352,2045
510594309012,0.048,0.134,0.518,0.3,2045
510594309021,0.089,0.254,0.264,0.393,2045
510594309022,0.095,0.098,0.258,0.549,2045
510594310011,0.066,0.137,0.37,0.427,2045
510594310012,0.145,0.087,0.383,0.385,2045
510594310013,0.153,0.142,0.395,0.31,2045
510594310021,0.125,0.17,0.403,0.302,2045
510594313001,0.083,0.139,0.122,0.656,2045
510594313002,0.085,0.061,0.357,0.497,2045
510594313003,0.105,0.059,0.258,0.578,2045
510594314001,0.043,0.186,0.368,0.403,2045
510594314002,0,0.208,0.301,0.491,2045
510594314003,0.019,0.183,0.441,0.357,2045
510594315001,0.037,0.035,0.243,0.685,2045
510594315002,0.118,0.19,0.404,0.288,2045
510594315003,0.048,0.113,0.33,0.509,2045
510594316011,0.233,0.282,0.363,0.122,2045
510594316021,0.104,0.177,0.318,0.401,2045
510594316022,0.052,0.292,0.223,0.433,2045
510594316023,0.311,0.186,0.37,0.133,2045
510594318011,0.069,0.218,0.493,0.22,2045
510594318012,0.087,0.198,0.295,0.42,2045
510594318021,0.052,0.041,0.247,0.66,2045
510594318022,0.19,0.022,0.45,0.338,2045
510594319001,0.048,0.034,0.245,0.673,2045
510594319002,0.083,0.133,0.218,0.566,2045
510594320001,0.156,0.079,0.293,0.472,2045
510594320002,0.205,0.258,0.292,0.245,2045
510594321001,0.18,0.218,0.428,0.174,2045
510594321002,0.077,0.054,0.291,0.578,2045
510594322011,0.152,0.151,0.347,0.35,2045
510594322021,0.035,0.125,0.315,0.525,2045
510594322022,0.07,0.112,0.383,0.435,2045
510594323001,0.042,0.145,0.385,0.428,2045
510594323002,0.047,0.176,0.256,0.521,2045
510594323003,0.032,0.085,0.169,0.714,2045
510594324011,0.012,0.025,0.254,0.709,2045
510594324012,0.142,0.035,0.335,0.488,2045
510594324021,0.051,0.081,0.258,0.61,2045
510594324022,0.079,0.014,0.314,0.593,2045
510594324023,0,0.066,0.271,0.663,2045
510594325001,0.059,0.011,0.179,0.751,2045
510594325002,0.026,0.097,0.41,0.467,2045
510594325003,0.119,0.015,0.361,0.505,2045
510594326001,0.022,0.105,0.346,0.527,2045
510594326002,0.025,0.129,0.313,0.533,2045
510594327011,0.038,0.1,0.319,0.543,2045
510594327021,0.165,0.134,0.416,0.285,2045
510594327022,0.104,0.19,0.481,0.225,2045
510594328001,0.131,0.104,0.245,0.52,2045
510594401001,0.095,0.066,0.206,0.633,2045
510594401002,0.027,0,0.177,0.796,2045
510594401003,0.102,0.211,0.327,0.36,2045
510594401004,0.023,0.073,0.29,0.614,2045
510594402011,0.088,0.271,0.351,0.29,2045
510594402012,0.135,0.202,0.363,0.3,2045
510594402013,0.009,0.227,0.41,0.354,2045
510594402021,0.204,0.038,0.437,0.321,2045
510594402022,0.303,0.3,0.223,0.174,2045
510594402023,0.058,0.426,0.327,0.189,2045
510594403001,0.086,0.075,0.243,0.596,2045
510594403002,0.012,0.052,0.326,0.61,2045
510594405011,0.131,0.143,0.347,0.379,2045
510594405012,0.057,0.151,0.314,0.478,2045
510594405013,0.042,0.044,0.303,0.611,2045
510594405031,0.083,0.267,0.173,0.477,2045
510594405041,0.25,0.25,0.25,0.25,2045
510594405051,0.023,0.139,0.361,0.477,2045
510594406001,0.158,0.124,0.339,0.379,2045
510594407011,0.056,0.092,0.243,0.609,2045
510594407021,0.033,0.099,0.193,0.675,2045
510594407022,0.05,0.098,0.188,0.664,2045
510594407023,0.022,0.09,0.223,0.665,2045
510594408001,0.172,0.122,0.269,0.437,2045
510594408002,0.06,0.053,0.141,0.746,2045
510594408003,0.046,0.038,0.268,0.648,2045
510594501001,0.081,0.115,0.308,0.496,2045
510594501002,0.283,0.298,0.234,0.185,2045
510594501003,0.032,0.294,0.514,0.16,2045
510594501004,0.128,0.19,0.186,0.496,2045
510594502001,0.246,0.163,0.339,0.252,2045
510594502002,0.027,0.211,0.32,0.442,2045
510594503001,0.071,0.137,0.225,0.567,2045
510594503002,0,0.426,0.287,0.287,2045
510594503003,0.169,0.166,0.355,0.31,2045
510594503004,0.03,0.166,0.391,0.413,2045
510594504001,0.027,0.15,0.255,0.568,2045
510594504002,0.088,0.14,0.252,0.52,2045
510594505001,0.081,0.197,0.424,0.298,2045
510594505002,0.108,0.123,0.324,0.445,2045
510594506011,0.06,0.104,0.249,0.587,2045
510594506012,0.105,0.057,0.308,0.53,2045
510594506013,0.023,0.187,0.407,0.383,2045
510594506014,0.081,0.018,0.278,0.623,2045
510594506021,0.256,0.238,0.368,0.138,2045
510594506022,0.224,0.411,0.299,0.066,2045
510594506023,0.139,0.178,0.331,0.352,2045
510594507011,0.083,0.149,0.3,0.468,2045
510594507021,0.197,0.281,0.307,0.215,2045
510594507022,0.304,0.44,0.249,0.007,2045
510594508001,0.09,0.087,0.246,0.577,2045
510594508002,0.032,0.295,0.398,0.275,2045
510594508003,0.093,0.312,0.286,0.309,2045
510594509001,0.108,0.066,0.153,0.673,2045
510594509002,0.02,0.144,0.353,0.483,2045
510594510001,0.111,0.239,0.246,0.404,2045
510594510002,0.053,0.076,0.324,0.547,2045
510594511001,0.037,0.102,0.194,0.667,2045
510594511002,0.018,0.157,0.38,0.445,2045
510594512001,0.101,0.088,0.235,0.576,2045
510594512002,0.03,0.126,0.222,0.622,2045
510594513001,0.143,0.036,0.148,0.673,2045
510594513002,0.116,0.138,0.283,0.463,2045
510594514001,0.357,0.279,0.301,0.063,2045
510594514002,0.474,0.038,0.113,0.375,2045
510594515011,0.567,0.31,0.094,0.029,2045
510594515012,0.38,0.252,0.174,0.194,2045
510594515013,0.273,0.267,0.348,0.112,2045
510594515014,0,0.103,0.282,0.615,2045
510594515021,0.343,0.218,0.264,0.175,2045
510594515022,0.314,0.258,0.26,0.168,2045
510594515023,0.388,0.189,0.219,0.204,2045
510594516011,0.514,0.189,0.239,0.058,2045
510594516012,0.108,0.37,0.301,0.221,2045
510594516013,0.72,0.095,0.107,0.078,2045
510594516021,0.005,0.005,0.451,0.539,2045
510594516022,0.3,0.345,0.235,0.12,2045
510594518001,0.069,0.248,0.396,0.287,2045
510594518002,0.038,0.085,0.361,0.516,2045
510594519001,0.155,0.1,0.339,0.406,2045
510594519002,0.125,0.188,0.386,0.301,2045
510594519003,0.258,0.476,0.218,0.048,2045
510594520001,0.239,0.143,0.151,0.467,2045
510594521011,0.043,0.204,0.349,0.404,2045
510594521012,0.132,0.113,0.301,0.454,2045
510594521013,0.037,0.129,0.498,0.336,2045
510594521021,0.27,0.283,0.214,0.233,2045
510594521022,0.119,0.203,0.158,0.52,2045
510594522001,0.331,0.383,0.177,0.109,2045
510594522002,0.274,0.094,0.212,0.42,2045
510594522003,0.082,0.221,0.362,0.335,2045
510594522004,0.257,0.068,0.427,0.248,2045
510594523011,0.436,0.194,0.294,0.076,2045
510594523012,0.331,0.205,0.255,0.209,2045
510594523021,0.532,0.221,0.134,0.113,2045
510594523022,0.217,0.332,0.164,0.287,2045
510594524001,0.201,0.304,0.257,0.238,2045
510594524002,0.049,0.126,0.573,0.252,2045
510594524003,0.075,0.422,0.291,0.212,2045
510594524004,0.363,0.065,0.351,0.221,2045
510594524005,0.125,0,0.381,0.494,2045
510594525011,0.061,0.268,0.224,0.447,2045
510594525012,0.11,0.173,0.218,0.499,2045
510594525013,0.116,0.182,0.168,0.534,2045
510594525021,0.252,0.097,0.309,0.342,2045
510594525022,0.404,0.276,0.13,0.19,2045
510594525023,0.415,0.138,0.351,0.096,2045
510594526001,0.067,0.118,0.288,0.527,2045
510594526002,0.04,0.155,0.49,0.315,2045
510594526003,0.152,0.064,0.214,0.57,2045
510594526004,0.195,0.248,0.445,0.112,2045
510594527001,0.433,0.084,0.395,0.088,2045
510594527002,0.232,0.185,0.295,0.288,2045
510594527003,0.108,0.44,0.274,0.178,2045
510594528011,0.189,0.091,0.193,0.527,2045
510594528012,0.323,0.464,0.15,0.063,2045
510594528013,0.244,0.121,0.47,0.165,2045
510594528014,0.146,0.62,0.115,0.119,2045
510594528021,0.132,0.323,0.331,0.214,2045
510594528022,0.251,0.244,0.381,0.124,2045
510594601001,0.069,0.087,0.157,0.687,2045
510594601002,0.232,0.087,0.241,0.44,2045
510594601003,0.049,0.11,0.114,0.727,2045
510594602001,0.01,0.058,0.143,0.789,2045
510594602002,0.114,0.012,0.125,0.749,2045
510594603001,0.046,0.071,0.228,0.655,2045
510594603002,0.06,0.062,0.119,0.759,2045
510594604001,0.062,0.105,0.278,0.555,2045
510594604002,0.25,0.096,0.163,0.491,2045
510594604003,0.065,0.149,0.475,0.311,2045
510594605011,0.059,0.061,0.277,0.603,2045
510594605031,0.158,0.161,0.566,0.115,2045
510594605032,0.16,0.008,0.172,0.66,2045
510594605041,0.051,0.026,0.257,0.666,2045
510594605042,0.082,0.035,0.232,0.651,2045
510594606001,0.041,0.047,0.206,0.706,2045
510594606002,0.037,0.109,0.229,0.625,2045
510594607011,0.032,0.026,0.319,0.623,2045
510594607012,0.212,0.122,0.409,0.257,2045
510594607021,0.102,0.066,0.144,0.688,2045
510594607022,0.107,0.08,0.145,0.668,2045
510594607023,0.052,0.136,0.191,0.621,2045
510594608001,0.04,0.125,0.267,0.568,2045
510594608002,0.245,0.065,0.172,0.518,2045
510594609001,0.075,0.07,0.228,0.627,2045
510594610001,0.048,0.097,0.182,0.673,2045
510594611001,0,0.06,0.253,0.687,2045
510594611002,0.027,0.022,0.228,0.723,2045
510594611003,0.086,0.196,0.233,0.485,2045
510594612011,0.028,0.036,0.117,0.819,2045
510594612012,0.055,0.074,0.18,0.691,2045
510594612013,0.051,0,0.092,0.857,2045
510594612021,0.168,0.196,0.283,0.353,2045
510594612022,0.104,0.099,0.306,0.491,2045
510594612023,0.155,0.247,0.398,0.2,2045
510594615001,0.127,0.185,0.332,0.356,2045
510594615002,0.207,0.109,0.144,0.54,2045
510594615003,0.062,0.131,0.145,0.662,2045
510594615004,0.095,0.109,0.235,0.561,2045
510594615005,0.119,0.18,0.104,0.597,2045
510594616031,0.1,0.24,0.384,0.276,2045
510594616032,0.17,0.113,0.537,0.18,2045
510594616033,0.135,0.062,0.272,0.531,2045
510594616041,0.037,0.07,0.164,0.729,2045
510594616042,0.122,0.082,0.41,0.386,2045
510594616051,0.148,0.176,0.494,0.182,2045
510594616052,0.259,0.093,0.487,0.161,2045
510594616053,0.146,0.26,0.406,0.188,2045
510594616061,0.072,0.299,0.35,0.279,2045
510594616062,0.121,0.206,0.441,0.232,2045
510594617001,0.154,0.314,0.342,0.19,2045
510594617002,0.074,0.165,0.156,0.605,2045
510594617003,0.444,0.049,0.285,0.222,2045
510594617004,0.025,0.057,0.2,0.718,2045
510594618011,0.048,0.268,0.408,0.276,2045
510594618021,0.115,0.145,0.438,0.302,2045
510594618022,0,0.264,0.436,0.3,2045
510594618023,0.138,0.397,0.231,0.234,2045
510594619011,0.111,0.391,0.422,0.076,2045
510594619012,0.19,0.236,0.262,0.312,2045
510594619021,0.209,0.277,0.333,0.181,2045
510594701001,0.161,0.015,0.095,0.729,2045
510594701002,0.019,0.049,0.137,0.795,2045
510594703001,0.037,0.111,0.124,0.728,2045
510594703002,0.036,0.03,0.15,0.784,2045
510594704001,0.021,0.114,0.188,0.677,2045
510594704002,0.044,0.074,0.095,0.787,2045
510594704003,0.041,0.029,0.066,0.864,2045
510594704004,0.032,0.033,0.162,0.773,2045
510594705001,0.115,0.228,0.07,0.587,2045
510594705002,0.11,0.105,0.123,0.662,2045
510594705003,0.057,0,0,0.943,2045
510594705004,0.365,0.132,0.191,0.312,2045
510594706001,0.038,0.11,0.041,0.811,2045
510594706002,0.294,0.009,0.177,0.52,2045
510594707001,0.025,0.129,0.178,0.668,2045
510594707002,0.025,0.073,0.177,0.725,2045
510594707003,0.027,0.073,0.152,0.748,2045
510594707004,0.029,0.044,0.144,0.783,2045
510594707005,0.018,0.04,0.201,0.741,2045
510594708001,0.368,0.106,0.119,0.407,2045
510594708002,0.11,0.013,0.189,0.688,2045
510594709001,0.118,0.108,0.116,0.658,2045
510594709002,0.185,0.051,0.197,0.567,2045
510594709003,0.014,0.073,0.119,0.794,2045
510594709004,0.442,0,0.037,0.521,2045
510594709005,0.046,0,0.188,0.766,2045
510594710001,0.068,0.099,0.323,0.51,2045
510594711001,0.101,0.332,0.233,0.334,2045
510594711002,0.107,0.428,0.07,0.395,2045
510594711003,0.175,0.101,0.137,0.587,2045
510594711004,0,0.102,0.32,0.578,2045
510594711005,0.102,0.023,0.303,0.572,2045
510594712011,0.123,0.21,0.539,0.128,2045
510594712012,0.233,0.235,0.27,0.262,2045
510594712013,0.044,0.177,0.562,0.217,2045
510594712031,0.185,0.162,0.232,0.421,2045
510594712041,0.074,0.076,0.395,0.455,2045
510594712042,0.038,0.104,0.404,0.454,2045
510594712043,0.06,0.183,0.342,0.415,2045
510594713011,0.078,0.28,0.462,0.18,2045
510594713012,0.02,0.341,0.294,0.345,2045
510594713031,0.065,0.157,0.191,0.587,2045
510594713032,0.228,0.315,0.359,0.098,2045
510594713033,0.153,0.312,0.292,0.243,2045
510594713041,0.178,0.028,0.149,0.645,2045
510594714011,0.064,0.081,0.339,0.516,2045
510594714012,0.253,0.331,0.214,0.202,2045
510594714021,0.266,0.275,0.32,0.139,2045
510594714022,0.193,0.041,0.402,0.364,2045
510594801001,0.025,0.056,0.189,0.73,2045
510594801002,0.088,0.057,0.192,0.663,2045
510594801003,0,0.043,0.24,0.717,2045
510594801004,0,0.114,0.163,0.723,2045
510594802011,0.055,0.053,0.187,0.705,2045
510594802012,0.077,0.035,0.178,0.71,2045
510594802013,0.085,0.021,0.149,0.745,2045
510594802031,0.182,0.363,0.267,0.188,2045
510594802032,0.206,0.134,0.328,0.332,2045
510594802041,0.148,0.237,0.321,0.294,2045
510594802042,0.022,0.27,0.415,0.293,2045
510594802043,0.118,0.412,0.276,0.194,2045
510594802051,0.159,0.506,0.169,0.166,2045
510594802052,0.133,0.194,0.334,0.339,2045
510594803011,0.012,0.068,0.096,0.824,2045
510594803012,0,0.03,0.162,0.808,2045
510594803021,0,0.044,0.166,0.79,2045
510594803022,0.049,0.078,0.152,0.721,2045
510594803023,0.124,0.084,0.236,0.556,2045
510594804011,0.04,0.051,0.166,0.743,2045
510594804012,0.049,0.068,0.116,0.767,2045
510594804021,0.048,0.045,0.195,0.712,2045
510594804022,0.037,0.036,0.163,0.764,2045
510594804023,0.046,0.015,0.194,0.745,2045
510594805011,0.04,0,0.179,0.781,2045
510594805012,0.036,0.074,0.247,0.643,2045
510594805013,0.018,0.039,0.276,0.667,2045
510594805021,0.055,0.152,0.202,0.591,2045
510594805022,0.088,0.128,0.169,0.615,2045
510594805023,0.027,0.102,0.416,0.455,2045
510594805031,0.016,0.1,0.29,0.594,2045
510594805032,0.024,0.099,0.283,0.594,2045
510594805041,0.066,0.227,0.26,0.447,2045
510594805051,0.057,0.175,0.566,0.202,2045
510594805052,0.039,0.148,0.385,0.428,2045
510594805053,0.152,0.065,0.417,0.366,2045
510594808011,0.149,0.118,0.491,0.242,2045
510594808012,0.104,0.112,0.251,0.533,2045
510594808013,0.134,0.244,0.248,0.374,2045
510594808021,0.127,0.386,0.374,0.113,2045
510594808022,0.128,0.075,0.24,0.557,2045
510594808023,0,0.047,0.466,0.487,2045
510594809011,0.337,0.181,0.094,0.388,2045
510594809012,0.025,0.199,0.453,0.323,2045
510594809013,0.066,0.232,0.274,0.428,2045
510594809014,0.047,0.272,0.222,0.459,2045
510594809021,0.037,0.07,0.329,0.564,2045
510594809022,0.189,0.172,0.379,0.26,2045
510594809031,0.117,0.273,0.279,0.331,2045
510594809032,0.165,0.333,0.299,0.203,2045
510594809033,0,0.367,0.295,0.338,2045
510594810001,0.129,0.225,0.378,0.268,2045
510594810002,0.114,0.321,0.423,0.142,2045
510594811011,0.052,0.235,0.374,0.339,2045
510594811012,0.063,0.256,0.414,0.267,2045
510594811021,0.133,0.095,0.377,0.395,2045
510594811022,0.245,0.107,0.509,0.139,2045
510594811031,0,0.118,0.377,0.505,2045
510594811032,0.444,0.32,0.236,0,2045
510594811041,0.153,0.159,0.22,0.468,2045
510594811042,0,0.654,0.261,0.085,2045
510594811043,0.097,0.283,0.381,0.239,2045
510594811051,0.043,0.158,0.17,0.629,2045
510594811052,0.057,0.014,0.124,0.805,2045
510594811053,0.056,0.013,0.283,0.648,2045
510594811061,0.009,0.093,0.383,0.515,2045
510594811062,0.009,0.035,0.304,0.652,2045
510594811063,0.018,0.045,0.111,0.826,2045
510594812011,0.033,0.232,0.226,0.509,2045
510594812021,0.105,0.081,0.404,0.41,2045
510594812022,0.457,0.178,0.294,0.071,2045
510594812023,0.146,0.38,0.317,0.157,2045
510594814001,0.307,0.182,0.257,0.254,2045
510594814002,0.041,0.048,0.239,0.672,2045
510594814003,0.019,0.112,0.376,0.493,2045
510594814004,0.046,0.057,0.368,0.529,2045
510594815001,0.076,0.101,0.182,0.641,2045
510594816001,0.017,0.02,0.094,0.869,2045
510594816002,0.072,0.072,0.17,0.686,2045
510594817011,0.011,0.082,0.199,0.708,2045
510594817012,0,0.037,0.126,0.837,2045
510594817013,0.054,0.034,0.178,0.734,2045
510594817021,0.009,0.127,0.328,0.536,2045
510594817022,0.083,0.209,0.31,0.398,2045
510594817023,0.222,0.299,0.301,0.178,2045
510594819001,0.259,0.251,0.311,0.179,2045
510594819002,0.1,0.077,0.234,0.589,2045
510594819003,0.028,0.038,0.184,0.75,2045
510594820011,0.027,0.196,0.255,0.522,2045
510594820012,0.023,0.093,0.244,0.64,2045
510594820013,0.135,0,0.197,0.668,2045
510594820021,0.088,0.106,0.212,0.594,2045
510594820022,0.108,0.124,0.353,0.415,2045
510594821001,0.316,0.292,0.211,0.181,2045
510594821002,0.149,0.236,0.355,0.26,2045
510594822011,0.221,0.199,0.264,0.316,2045
510594822031,0.161,0.132,0.314,0.393,2045
510594822032,0.072,0.063,0.365,0.5,2045
510594822033,0.213,0.139,0.467,0.181,2045
510594822034,0.11,0.095,0.251,0.544,2045
510594822041,0.012,0.099,0.44,0.449,2045
510594822042,0.077,0.141,0.487,0.295,2045
510594822051,0.171,0.139,0.268,0.422,2045
510594822052,0.034,0.146,0.191,0.629,2045
510594822053,0.113,0.22,0.42,0.247,2045
510594822061,0.337,0.17,0.251,0.242,2045
510594823011,0.056,0.096,0.384,0.464,2045
510594823012,0.161,0.199,0.433,0.207,2045
510594823013,0.095,0.108,0.219,0.578,2045
510594823021,0.172,0.237,0.413,0.178,2045
510594823022,0.212,0.406,0.232,0.15,2045
510594823031,0.116,0.17,0.245,0.469,2045
510594823032,0.033,0.184,0.268,0.515,2045
510594823033,0.203,0.096,0.336,0.365,2045
510594824001,0.064,0.113,0.189,0.634,2045
510594825021,0.027,0.03,0.286,0.657,2045
510594825022,0.085,0.099,0.262,0.554,2045
510594825031,0,0.053,0.188,0.759,2045
510594825032,0.147,0.114,0.132,0.607,2045
510594825033,0.104,0.018,0.341,0.537,2045
510594825041,0.014,0.02,0.183,0.783,2045
510594825042,0.034,0.062,0.245,0.659,2045
510594825043,0.047,0.036,0.26,0.657,2045
510594825051,0.185,0.151,0.159,0.505,2045
510594825052,0.073,0.152,0.299,0.476,2045
510594825061,0.056,0.503,0.31,0.131,2045
510594825062,0.117,0.215,0.354,0.314,2045
510594825071,0.171,0.352,0.316,0.161,2045
510594825072,0,0.079,0.477,0.444,2045
510594825073,0.179,0.183,0.571,0.067,2045
510594826011,0.06,0.117,0.382,0.441,2045
510594826012,0.162,0.076,0.206,0.556,2045
510594826013,0.02,0.106,0.473,0.401,2045
510594826031,0.189,0.199,0.231,0.381,2045
510594826032,0,0.074,0.401,0.525,2045
510594826041,0.032,0.166,0.214,0.588,2045
510594826042,0.01,0.02,0.169,0.801,2045
510594901011,0.15,0.024,0.191,0.635,2045
510594901012,0.414,0.191,0.186,0.209,2045
510594901013,0.063,0.06,0.21,0.667,2045
